Word1,Word2,Clue1,wordpair,correctedClue,boardnames,Level
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,emotion,happy-sad,emotion,board18,Easy
happy,sad,feeling,happy-sad,feeling,board18,Easy
happy,sad,feeling,happy-sad,feeling,board18,Easy
happy,sad,marriage,happy-sad,marriage,board18,Easy
happy,sad,mood,happy-sad,mood,board18,Easy
happy,sad,mood,happy-sad,mood,board18,Easy
happy,sad,mood,happy-sad,mood,board18,Easy
happy,sad,mood,happy-sad,mood,board18,Easy
happy,sad,oppose,happy-sad,oppose,board18,Easy
candle,wick,blank,candle-wick,blank,board19,Easy
candle,wick,board,candle-wick,board,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,burn,candle-wick,burn,board19,Easy
candle,wick,cake,candle-wick,cake,board19,Easy
candle,wick,fire,candle-wick,fire,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,flame,candle-wick,flame,board19,Easy
candle,wick,holiday,candle-wick,holiday,board19,Easy
candle,wick,it,candle-wick,it,board19,Easy
candle,wick,lamp,candle-wick,lamp,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,light,candle-wick,light,board19,Easy
candle,wick,match,candle-wick,match,board19,Easy
candle,wick,match,candle-wick,match,board19,Easy
candle,wick,melt,candle-wick,melt,board19,Easy
candle,wick,smell,candle-wick,smell,board19,Easy
candle,wick,wax,candle-wick,wax,board19,Easy
candle,wick,wax,candle-wick,wax,board19,Easy
candle,wick,wax,candle-wick,wax,board19,Easy
candle,wick,wax,candle-wick,wax,board19,Easy
olive,real,branch,olive-real,branch,board19,Hard
olive,real,eat,olive-real,eat,board19,Hard
olive,real,eat,olive-real,eat,board19,Hard
olive,real,edible,olive-real,edible,board19,Hard
olive,real,edible,olive-real,edible,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,food,olive-real,food,board19,Hard
olive,real,genuine,olive-real,genuine,board19,Hard
olive,real,Greece,olive-real,Greek,board19,Hard
olive,real,green,olive-real,green,board19,Hard
olive,real,green,olive-real,green,board19,Hard
olive,real,grow,olive-real,grow,board19,Hard
olive,real,health,olive-real,health,board19,Hard
olive,real,Italian,olive-real,Italian,board19,Hard
olive,real,martini,olive-real,martini,board19,Hard
olive,real,martini,olive-real,martini,board19,Hard
olive,real,martini,olive-real,martini,board19,Hard
olive,real,martini,olive-real,martini,board19,Hard
olive,real,natural,olive-real,natural,board19,Hard
olive,real,nonfiction,olive-real,nonfiction,board19,Hard
olive,real,nongmo,olive-real,nongmo,board19,Hard
olive,real,oil,olive-real,oil,board19,Hard
olive,real,oil,olive-real,oil,board19,Hard
olive,real,oil,olive-real,oil,board19,Hard
olive,real,oil,olive-real,oil,board19,Hard
olive,real,oil,olive-real,oil,board19,Hard
olive,real,organic,olive-real,organic,board19,Hard
olive,real,organic,olive-real,organic,board19,Hard
olive,real,organic,olive-real,organic,board19,Hard
olive,real,pit,olive-real,pit,board19,Hard
olive,real,salt,olive-real,salt,board19,Hard
olive,real,skin,olive-real,skin,board19,Hard
olive,real,taste,olive-real,taste,board19,Hard
olive,real,taste,olive-real,taste,board19,Hard
olive,real,tree,olive-real,tree,board19,Hard
olive,real,truth,olive-real,truth,board19,Hard
olive,real,unsugarcoated,olive-real,unsugarcoated,board19,Hard
olive,real,vegetable,olive-real,vegetable,board19,Hard
olive,real,virgin,olive-real,virgin,board19,Hard
weird,trauma,{shift}olive{-}realo,weird-trauma,{shift}olive{-}realo,board19,Medium
weird,trauma,abnormal,weird-trauma,abnormal,board19,Medium
weird,trauma,abnormal,weird-trauma,abnormal,board19,Medium
weird,trauma,accident,weird-trauma,accident,board19,Medium
weird,trauma,clown,weird-trauma,clown,board19,Medium
weird,trauma,concussion,weird-trauma,concussion,board19,Medium
weird,trauma,crazy,weird-trauma,crazy,board19,Medium
weird,trauma,creepy,weird-trauma,creepy,board19,Medium
weird,trauma,difficult,weird-trauma,difficult,board19,Medium
weird,trauma,dysfunction,weird-trauma,dysfunction,board19,Medium
weird,trauma,eerie,weird-trauma,eerie,board19,Medium
weird,trauma,emergency,weird-trauma,emergency,board19,Medium
weird,trauma,feeling,weird-trauma,feeling,board19,Medium
weird,trauma,feeling,weird-trauma,feeling,board19,Medium
weird,trauma,hallucination,weird-trauma,hallucination,board19,Medium
weird,trauma,horror,weird-trauma,horror,board19,Medium
weird,trauma,hospital,weird-trauma,hospital,board19,Medium
weird,trauma,hurt,weird-trauma,hurt,board19,Medium
weird,trauma,incident,weird-trauma,incident,board19,Medium
weird,trauma,injury,weird-trauma,injury,board19,Medium
weird,trauma,insanity,weird-trauma,insanity,board19,Medium
weird,trauma,memorable,weird-trauma,memorable,board19,Medium
weird,trauma,memorable,weird-trauma,memorable,board19,Medium
weird,trauma,minority,weird-trauma,minority,board19,Medium
weird,trauma,misdiagnosis,weird-trauma,diagnosis,board19,Medium
weird,trauma,nightmare,weird-trauma,nightmare,board19,Medium
weird,trauma,nightmare,weird-trauma,nightmare,board19,Medium
weird,trauma,paranormal,weird-trauma,paranormal,board19,Medium
weird,trauma,psychoanalysis,weird-trauma,psychoanalysis,board19,Medium
weird,trauma,PTSD,weird-trauma,PTSD,board19,Medium
weird,trauma,PTSD,weird-trauma,PTSD,board19,Medium
weird,trauma,rollercoaster,weird-trauma,rollercoaster,board19,Medium
weird,trauma,scar,weird-trauma,scar,board19,Medium
weird,trauma,school,weird-trauma,school,board19,Medium
weird,trauma,shock,weird-trauma,shock,board19,Medium
weird,trauma,shock,weird-trauma,shock,board19,Medium
weird,trauma,shock,weird-trauma,shock,board19,Medium
weird,trauma,stab,weird-trauma,stab,board19,Medium
weird,trauma,strange,weird-trauma,strange,board19,Medium
weird,trauma,trigger,weird-trauma,trigger,board19,Medium
weird,trauma,uncomfortable,weird-trauma,uncomfortable,board19,Medium
weird,trauma,uncomfortable,weird-trauma,uncomfortable,board19,Medium
weird,trauma,unusual,weird-trauma,unusual,board19,Medium
weird,trauma,you,weird-trauma,you,board19,Medium
